2.741	0	-1.0500000000000005	kcotd_3PJ_01.dat
2.774	-0.30000000000000054	-1.0500000000000005	kcotd_3PJ_02.dat
2.774	-0.15000000000000055	-1.0500000000000005	kcotd_3PJ_03.dat
2.774	0	-1.0500000000000005	kcotd_3PJ_04.dat
2.807	0	-1.0500000000000005	kcotd_3PJ_05.dat
2.939	-0.30000000000000054	-1.2000000000000006	kcotd_3PJ_06.dat
2.972	-0.30000000000000054	-1.2000000000000006	kcotd_3PJ_07.dat
2.845	0.08499999999999999	-1.1	kcotd_3PJ_08.dat
2.845	0.08999999999999998	-1.1	kcotd_3PJ_09.dat
2.845	0.09499999999999999	-1.1	kcotd_3PJ_10.dat
2.845	0.09999999999999999	-1.1	kcotd_3PJ_11.dat
2.8525	0.07499999999999998	-1.106	kcotd_3PJ_12.dat
2.8525	0.07999999999999999	-1.106	kcotd_3PJ_13.dat
2.8525	0.08499999999999999	-1.106	kcotd_3PJ_14.dat
2.8525	0.08999999999999998	-1.106	kcotd_3PJ_15.dat
2.8525	0.09499999999999999	-1.106	kcotd_3PJ_16.dat
2.8525	0.09999999999999999	-1.106	kcotd_3PJ_17.dat
2.86	0.059999999999999984	-1.112	kcotd_3PJ_18.dat
2.86	0.06499999999999999	-1.112	kcotd_3PJ_19.dat
2.86	0.06999999999999999	-1.112	kcotd_3PJ_20.dat
2.86	0.07499999999999998	-1.112	kcotd_3PJ_21.dat
2.86	0.07999999999999999	-1.112	kcotd_3PJ_22.dat
2.86	0.08499999999999999	-1.112	kcotd_3PJ_23.dat
2.86	0.08999999999999998	-1.112	kcotd_3PJ_24.dat
2.86	0.09499999999999999	-1.112	kcotd_3PJ_25.dat
2.86	0.09999999999999999	-1.112	kcotd_3PJ_26.dat
2.8675	0.04999999999999999	-1.1179999999999999	kcotd_3PJ_27.dat
2.8675	0.054999999999999986	-1.1179999999999999	kcotd_3PJ_28.dat
2.8675	0.059999999999999984	-1.1179999999999999	kcotd_3PJ_29.dat
2.8675	0.06499999999999999	-1.1179999999999999	kcotd_3PJ_30.dat
2.8675	0.06999999999999999	-1.1179999999999999	kcotd_3PJ_31.dat
2.8675	0.07499999999999998	-1.1179999999999999	kcotd_3PJ_32.dat
2.8675	0.07999999999999999	-1.1179999999999999	kcotd_3PJ_33.dat
2.8675	0.08499999999999999	-1.1179999999999999	kcotd_3PJ_34.dat
2.8675	0.08999999999999998	-1.1179999999999999	kcotd_3PJ_35.dat
2.8675	0.09499999999999999	-1.1179999999999999	kcotd_3PJ_36.dat
2.8675	0.09999999999999999	-1.1179999999999999	kcotd_3PJ_37.dat
2.875	0.044999999999999984	-1.1239999999999999	kcotd_3PJ_38.dat
2.875	0.04999999999999999	-1.1239999999999999	kcotd_3PJ_39.dat
2.875	0.054999999999999986	-1.1239999999999999	kcotd_3PJ_40.dat
2.875	0.059999999999999984	-1.1239999999999999	kcotd_3PJ_41.dat
2.875	0.06499999999999999	-1.1239999999999999	kcotd_3PJ_42.dat
2.875	0.06999999999999999	-1.1239999999999999	kcotd_3PJ_43.dat
2.875	0.07499999999999998	-1.1239999999999999	kcotd_3PJ_44.dat
